SummaryOpenDTS,PV_NSC_Amb_Amb,PV_NSC_TC_Amb,PV_NSC_TC_ATC,PV_NSC_Amb_ATC
2020-12-03 12:30:00+00:00,11.38,9.9074,9.9074,11.38
2020-12-03 12:40:00+00:00,10.98,9.5074,9.5074,10.98
2020-12-03 12:50:00+00:00,50.43,48.9574,48.9574,50.43
2020-12-03 13:00:00+00:00,21.0617,19.5891,19.5891,21.0617
2020-12-03 13:10:00+00:00,10.82,9.3474,9.3474,10.82
2020-12-03 13:20:00+00:00,106,104.5274,104.5274,106
2020-12-03 13:30:00+00:00,39.65,38.1774,38.1774,39.65
2020-12-03 13:40:00+00:00,34.8383,33.3657,33.3657,34.8383
2020-12-03 13:50:00+00:00,11.47,9.9974,9.9974,11.47
2020-12-03 14:00:00+00:00,217.7884,216.3158,216.3158,217.7884
2020-12-03 14:10:00+00:00,19.12,17.6474,17.6474,19.12
2020-12-03 14:20:00+00:00,76.7057,75.2331,75.2331,76.7057
2020-12-03 14:30:00+00:00,19.72,18.2474,18.2474,19.72
2020-12-03 14:40:00+00:00,35.93,34.4574,34.4574,35.93
2020-12-03 14:50:00+00:00,20.78,19.3074,19.3074,20.78
2020-12-03 15:00:00+00:00,23.91,22.4374,22.4374,23.91
2020-12-03 15:10:00+00:00,40.43,40.2526,40.2526,40.43
2020-12-03 15:20:00+00:00,48.71,48.5326,48.5326,48.71
2020-12-03 15:30:00+00:00,65.78,65.6026,65.6026,65.78
2020-12-03 15:40:00+00:00,55.4961,55.3187,55.3187,55.4961
2020-12-03 15:50:00+00:00,26.48,26.3026,26.3026,26.48
2020-12-03 16:00:00+00:00,302.3815,302.2041,302.2041,302.3815
2020-12-03 16:10:00+00:00,29.4,29.2226,29.2226,29.4
2020-12-03 16:20:00+00:00,79.05,78.8726,78.8726,79.05
2020-12-03 16:30:00+00:00,32.26,32.0826,32.0826,32.26
2020-12-03 16:40:00+00:00,32.86,32.6826,32.6826,32.86
2020-12-03 16:50:00+00:00,33.33,33.1526,33.1526,33.33
2020-12-03 17:00:00+00:00,33.12,32.9426,32.9426,33.12
2020-12-03 17:10:00+00:00,32.89,32.7126,32.7126,32.89
2020-12-03 17:20:00+00:00,41.55,41.3726,41.3726,41.55
2020-12-03 17:30:00+00:00,33.39,33.2126,33.2126,33.39
2020-12-03 17:40:00+00:00,79.58,79.4026,79.4026,79.58
2020-12-03 17:50:00+00:00,63.1042,62.9268,62.9268,63.1042
2020-12-03 18:00:00+00:00,30.17,29.9926,29.9926,30.17
2020-12-03 18:10:00+00:00,31.3,31.1226,31.1226,31.3
2020-12-03 18:20:00+00:00,31.77,31.5926,31.5926,31.77
2020-12-03 18:30:00+00:00,75.41,75.2326,75.2326,75.41
2020-12-03 18:40:00+00:00,32.78,32.6026,32.6026,32.78
2020-12-03 18:50:00+00:00,79.5606,79.3832,79.3832,79.5606
2020-12-03 19:00:00+00:00,35.74,35.5626,35.5626,35.74
2020-12-03 19:10:00+00:00,34.51,34.3326,34.3326,34.51
2020-12-03 19:20:00+00:00,34.49,34.3126,34.3126,34.49
2020-12-03 19:30:00+00:00,51.72,51.5426,51.5426,51.72
2020-12-03 19:40:00+00:00,62.63,62.4526,62.4526,62.63
2020-12-03 19:50:00+00:00,36.46,36.2826,36.2826,36.46
2020-12-03 20:00:00+00:00,36.55,36.3726,36.3726,36.55
2020-12-03 20:10:00+00:00,36.3,36.1226,36.1226,36.3
2020-12-03 20:20:00+00:00,36.71,36.5326,36.5326,36.71
2020-12-03 20:30:00+00:00,36.69,36.5126,36.5126,36.69
2020-12-03 20:40:00+00:00,36.34,36.1626,36.1626,36.34
2020-12-03 20:50:00+00:00,36.58,36.4026,36.4026,36.58
2020-12-03 21:00:00+00:00,36.63,36.4526,36.4526,36.63
2020-12-03 21:10:00+00:00,36.7,36.5226,36.5226,36.7
2020-12-03 21:20:00+00:00,37.03,36.8526,36.8526,37.03
2020-12-03 21:30:00+00:00,36.49,36.3126,36.3126,36.49
2020-12-03 21:40:00+00:00,36.83,36.6526,36.6526,36.83
2020-12-03 21:50:00+00:00,37.01,36.8326,36.8326,37.01
2020-12-03 22:00:00+00:00,37.15,36.9726,36.9726,37.15
2020-12-03 22:10:00+00:00,37.04,36.8626,36.8626,37.04
2020-12-03 22:20:00+00:00,36.99,36.8126,36.8126,36.99
2020-12-03 22:30:00+00:00,121.8572,121.6798,121.6798,121.8572
2020-12-03 22:40:00+00:00,36.32,36.1426,36.1426,36.32
2020-12-03 22:50:00+00:00,36.33,36.1526,36.1526,36.33
2020-12-03 23:00:00+00:00,36.39,36.2126,36.2126,36.39
2020-12-03 23:10:00+00:00,36.23,36.0526,36.0526,36.23
2020-12-03 23:20:00+00:00,36.21,36.0326,36.0326,36.21
2020-12-03 23:30:00+00:00,36.21,36.0326,36.0326,36.21
2020-12-03 23:40:00+00:00,36.36,36.1826,36.1826,36.36
2020-12-03 23:50:00+00:00,36.21,36.0326,36.0326,36.21
2020-12-04 00:00:00+00:00,36.24,36.0626,36.0626,36.24
2020-12-04 00:10:00+00:00,36.22,36.0426,36.0426,36.22
2020-12-04 00:20:00+00:00,36.21,36.0326,36.0326,36.21
2020-12-04 00:30:00+00:00,36.21,36.0326,36.0326,36.21
2020-12-04 00:40:00+00:00,36.24,36.0626,36.0626,36.24
2020-12-04 00:50:00+00:00,36.4,36.2226,36.2226,36.4
2020-12-04 01:00:00+00:00,36.22,36.0426,36.0426,36.22
2020-12-04 01:10:00+00:00,36.32,36.1426,36.1426,36.32
2020-12-04 01:20:00+00:00,36.27,36.0926,36.0926,36.27
2020-12-04 01:30:00+00:00,36.26,36.0826,36.0826,36.26
2020-12-04 01:40:00+00:00,36.28,36.1026,36.1026,36.28
2020-12-04 01:50:00+00:00,36.3,36.1226,36.1226,36.3
2020-12-04 02:00:00+00:00,36.41,36.2326,36.2326,36.41
2020-12-04 02:10:00+00:00,36.3,36.1226,36.1226,36.3
2020-12-04 02:20:00+00:00,36.27,36.0926,36.0926,36.27
2020-12-04 02:30:00+00:00,36.23,36.0526,36.0526,36.23
2020-12-04 02:40:00+00:00,36.23,36.0526,36.0526,36.23
2020-12-04 02:50:00+00:00,36.22,36.0426,36.0426,36.22
2020-12-04 03:00:00+00:00,36.22,36.0426,36.0426,36.22
2020-12-04 03:10:00+00:00,36.21,36.0326,36.0326,36.21
2020-12-04 03:20:00+00:00,36.26,36.0826,36.0826,36.26
2020-12-04 03:30:00+00:00,36.21,36.0326,36.0326,36.21
2020-12-04 03:40:00+00:00,36.46,36.2826,36.2826,36.46
2020-12-04 03:50:00+00:00,36.32,36.1426,36.1426,36.32
2020-12-04 04:00:00+00:00,36.28,36.1026,36.1026,36.28
2020-12-04 04:10:00+00:00,36.27,36.0926,36.0926,36.27
2020-12-04 04:20:00+00:00,36.51,36.3326,36.3326,36.51
2020-12-04 04:30:00+00:00,36.35,36.1726,36.1726,36.35
2020-12-04 04:40:00+00:00,36.32,36.1426,36.1426,36.32
2020-12-04 04:50:00+00:00,37.22,37.0426,37.0426,37.22
2020-12-04 05:00:00+00:00,36.84,36.6626,36.6626,36.84
2020-12-04 05:10:00+00:00,36.9,36.7226,36.7226,36.9
2020-12-04 05:20:00+00:00,37.36,37.1826,37.1826,37.36
2020-12-04 05:30:00+00:00,37.26,37.0826,37.0826,37.26
2020-12-04 05:40:00+00:00,37.94,37.7626,37.7626,37.94
2020-12-04 05:50:00+00:00,37.65,37.4726,37.4726,37.65
2020-12-04 06:00:00+00:00,42.2193,42.0419,42.0419,42.2193
2020-12-04 06:10:00+00:00,38.64,38.4626,38.4626,38.64
2020-12-04 06:20:00+00:00,38.55,38.3726,38.3726,38.55
2020-12-04 06:30:00+00:00,38.36,38.1826,38.1826,38.36
2020-12-04 06:40:00+00:00,39.03,38.8526,38.8526,39.03
2020-12-04 06:50:00+00:00,39.24,39.0626,39.0626,39.24
2020-12-04 07:00:00+00:00,39.65,39.4726,39.4726,39.65
2020-12-04 07:10:00+00:00,54.89,54.7126,54.7126,54.89
2020-12-04 07:20:00+00:00,40.32,40.1426,40.1426,40.32
2020-12-04 07:30:00+00:00,40.32,40.1426,40.1426,40.32
2020-12-04 07:40:00+00:00,63.411,63.2336,63.2336,63.411
2020-12-04 07:50:00+00:00,43.53,43.3526,43.3526,43.53
2020-12-04 08:00:00+00:00,43,42.8226,42.8226,43
2020-12-04 08:10:00+00:00,43.22,43.0426,43.0426,43.22
2020-12-04 08:20:00+00:00,90.75,90.5726,90.5726,90.75
2020-12-04 08:30:00+00:00,43.32,43.1426,43.1426,43.32
2020-12-04 08:40:00+00:00,43.46,43.2826,43.2826,43.46
2020-12-04 08:50:00+00:00,55.85,55.6726,55.6726,55.85
2020-12-04 09:00:00+00:00,43.68,43.5026,43.5026,43.68
2020-12-04 09:10:00+00:00,44.43,44.2526,44.2526,44.43
2020-12-04 09:20:00+00:00,44.22,44.0426,44.0426,44.22
2020-12-04 09:30:00+00:00,43.75,43.5726,43.5726,43.75
2020-12-04 09:40:00+00:00,44.4,44.2226,44.2226,44.4
2020-12-04 09:50:00+00:00,58.5941,58.4167,58.4167,58.5941
2020-12-04 10:00:00+00:00,44.37,44.1926,44.1926,44.37
2020-12-04 10:10:00+00:00,44.37,44.1926,44.1926,44.37
2020-12-04 10:20:00+00:00,45.11,44.9326,44.9326,45.11
2020-12-04 10:30:00+00:00,45.28,45.1026,45.1026,45.28
2020-12-04 10:40:00+00:00,46.6,46.4226,46.4226,46.6
2020-12-04 10:50:00+00:00,46.66,46.4826,46.4826,46.66
2020-12-04 11:00:00+00:00,47.46,47.2826,47.2826,47.46
2020-12-04 11:10:00+00:00,48.01,47.8326,47.8326,48.01
2020-12-04 11:20:00+00:00,47.85,47.6726,47.6726,47.85
2020-12-04 11:30:00+00:00,48.33,48.1526,48.1526,48.33
2020-12-04 11:40:00+00:00,64.36,64.1826,64.1826,64.36
2020-12-04 11:50:00+00:00,48.56,48.3826,48.3826,48.56
2020-12-04 12:00:00+00:00,122.9057,122.7283,122.7283,122.9057
2020-12-04 12:10:00+00:00,49.69,49.5126,49.5126,49.69
2020-12-04 12:20:00+00:00,50.23,50.0526,50.0526,50.23
2020-12-04 12:30:00+00:00,50.1,49.9226,49.9226,50.1
2020-12-04 12:40:00+00:00,50.19,50.0126,50.0126,50.19
2020-12-04 12:50:00+00:00,50.18,50.0026,50.0026,50.18
2020-12-04 13:00:00+00:00,49.98,49.8026,49.8026,49.98
2020-12-04 13:10:00+00:00,50.17,49.9926,49.9926,50.17
2020-12-04 13:20:00+00:00,50.31,50.1326,50.1326,50.31
2020-12-04 13:30:00+00:00,51.08,50.9026,50.9026,51.08
2020-12-04 13:40:00+00:00,51.21,51.0326,51.0326,51.21
2020-12-04 13:50:00+00:00,51.13,50.9526,50.9526,51.13
2020-12-04 14:00:00+00:00,122.8751,122.6977,122.6977,122.8751
2020-12-04 14:10:00+00:00,53.42,53.2426,53.2426,53.42
2020-12-04 14:20:00+00:00,54.76,54.5826,54.5826,54.76
2020-12-04 14:30:00+00:00,74.3055,74.1281,74.1281,74.3055
2020-12-04 14:40:00+00:00,54.88,54.7026,54.7026,54.88
2020-12-04 14:50:00+00:00,68.6064,68.429,68.429,68.6064
2020-12-04 15:00:00+00:00,91.8877,91.7103,91.7103,91.8877
2020-12-04 15:10:00+00:00,56.15,55.9726,55.9726,56.15
2020-12-04 15:20:00+00:00,56.87,56.6926,56.6926,56.87
2020-12-04 15:30:00+00:00,58.8,58.6226,58.6226,58.8
2020-12-04 15:40:00+00:00,83.91,83.7326,83.7326,83.91
2020-12-04 15:50:00+00:00,59.19,59.0126,59.0126,59.19
2020-12-04 16:00:00+00:00,59.5,59.3226,59.3226,59.5
2020-12-04 16:10:00+00:00,59.65,59.4726,59.4726,59.65
2020-12-04 16:20:00+00:00,59.71,59.5326,59.5326,59.71
2020-12-04 16:30:00+00:00,31.6234,30.6133,30.6133,31.6234
2020-12-04 16:40:00+00:00,61.11,60.929,60.929,61.11
2020-12-04 16:50:00+00:00,61.12,60.939,60.939,61.12
2020-12-04 17:00:00+00:00,68.13,67.949,67.949,68.13
2020-12-04 17:10:00+00:00,63.26,63.079,63.079,63.26
2020-12-04 17:20:00+00:00,64.08,63.899,63.899,64.08
2020-12-04 17:30:00+00:00,63.7,63.519,63.519,63.7
2020-12-04 17:40:00+00:00,87.8948,87.7138,87.7138,87.8948
2020-12-04 17:50:00+00:00,63.68,63.499,63.499,63.68
2020-12-04 18:00:00+00:00,63.66,63.479,63.479,63.66
2020-12-04 18:10:00+00:00,63.8,63.619,63.619,63.8
2020-12-04 18:20:00+00:00,64.11,63.929,63.929,64.11
2020-12-04 18:30:00+00:00,63.87,63.689,63.689,63.87
2020-12-04 18:40:00+00:00,63.88,63.699,63.699,63.88
2020-12-04 18:50:00+00:00,64.77,64.589,64.589,64.77
2020-12-04 19:00:00+00:00,34.66,34.479,34.479,34.66
2020-12-04 19:10:00+00:00,24.5396,24.3586,24.3586,24.5396
2020-12-04 19:20:00+00:00,24.34,24.159,24.159,24.34
2020-12-04 19:30:00+00:00,24.49,24.309,24.309,24.49
2020-12-04 19:40:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 19:50:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:00:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:10:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:20:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:30:00+00:00,24.64,24.459,24.459,24.64
2020-12-04 20:40:00+00:00,24.65,24.469,24.469,24.65
2020-12-04 20:50:00+00:00,24.98,24.799,24.799,24.98
2020-12-04 21:00:00+00:00,25.28,25.099,25.099,25.28
2020-12-04 21:10:00+00:00,25.23,25.049,25.049,25.23
2020-12-04 21:20:00+00:00,25.06,24.879,24.879,25.06
2020-12-04 21:30:00+00:00,25.17,24.989,24.989,25.17
2020-12-04 21:40:00+00:00,25.45,25.269,25.269,25.45
2020-12-04 21:50:00+00:00,25.15,24.969,24.969,25.15
2020-12-04 22:00:00+00:00,25.13,24.949,24.949,25.13
2020-12-04 22:10:00+00:00,25.03,24.849,24.849,25.03
2020-12-04 22:20:00+00:00,25.1,24.919,24.919,25.1
2020-12-04 22:30:00+00:00,25.66,25.479,25.479,25.66
2020-12-04 22:40:00+00:00,25.19,25.009,25.009,25.19
2020-12-04 22:50:00+00:00,25.66,25.479,25.479,25.66
